,date,AOD
5573,2012-05-26,
5574,2012-05-26,0.3926666666666667
5575,2012-05-08,
5576,2012-05-10,
5577,2012-05-12,
5578,2012-05-13,
5579,2012-05-15,
5580,2012-05-17,0.15003225806451614
5581,2012-05-19,
5582,2012-05-21,
5583,2012-05-23,
5584,2012-05-24,
5585,2012-05-26,
5586,2012-05-26,
5587,2012-05-27,
5588,2012-05-27,
5589,2012-05-27,
5590,2012-05-27,
5591,2012-05-27,
5592,2012-05-28,
5593,2012-05-28,
5594,2012-05-28,
5595,2012-05-28,
5596,2012-05-28,
5597,2012-05-28,
5598,2012-05-29,
5599,2012-05-29,
5600,2012-05-29,
5601,2012-05-29,0.133
5602,2012-05-29,
5603,2012-05-29,
5604,2012-05-30,
5605,2012-05-30,
5606,2012-05-30,
5607,2012-05-30,
5608,2012-05-30,
5609,2012-05-30,
5610,2012-05-30,
5611,2012-05-31,
5612,2012-05-31,
5613,2012-05-31,
5614,2012-05-31,
5615,2012-05-31,0.1804
5616,2012-05-31,
5617,2012-05-31,
5618,2012-06-01,
5619,2012-06-01,
5620,2012-06-01,
5621,2012-06-01,
5622,2012-06-02,
5623,2012-06-02,
5624,2012-06-02,
5625,2012-06-02,
5626,2012-06-02,0.2800365853658537
5627,2012-06-02,
5628,2012-06-02,
5629,2012-06-03,
5630,2012-06-03,
5631,2012-06-03,
5632,2012-06-03,
5633,2012-06-03,
5634,2012-06-04,
5635,2012-06-04,
5636,2012-06-04,
5637,2012-06-04,
5638,2012-06-04,
5639,2012-06-04,
5640,2012-06-04,
5641,2012-06-05,
5642,2012-06-05,
5643,2012-06-05,
5644,2012-06-05,
5645,2012-06-05,
5646,2012-06-06,
5647,2012-06-06,
5648,2012-06-06,
5649,2012-06-06,0.18179411764705883
5650,2012-06-06,
5651,2012-06-06,
5652,2012-06-07,
5653,2012-06-07,
5654,2012-06-07,
5655,2012-06-07,
5656,2012-06-07,0.1708
5657,2012-06-07,
5658,2012-06-07,
5659,2012-06-08,
5660,2012-06-08,
5661,2012-06-08,
5662,2012-06-08,0.2317
5663,2012-06-08,
5664,2012-06-08,
5665,2012-06-09,
5666,2012-06-09,
5667,2012-06-09,
5668,2012-06-09,
5669,2012-06-09,
5670,2012-06-09,
5671,2012-06-09,
5672,2012-06-10,
5673,2012-06-10,
5674,2012-06-10,
5675,2012-06-10,
5676,2012-06-11,
5677,2012-06-11,
5678,2012-06-11,
5679,2012-06-11,
5680,2012-06-11,0.20929545454545453
5681,2012-06-11,
5682,2012-06-11,
5683,2012-06-11,
5684,2012-06-12,
5685,2012-06-12,
5686,2012-06-12,
5687,2012-06-12,
5688,2012-06-13,
5689,2012-06-13,
5690,2012-06-13,
5691,2012-06-13,
5692,2012-06-13,0.306952380952381
5693,2012-06-13,
5694,2012-06-13,
5695,2012-06-14,
5696,2012-06-14,
5697,2012-06-14,0.1655
5698,2012-06-14,
5699,2012-06-14,
5700,2012-06-15,
5701,2012-06-15,
5702,2012-06-15,
5703,2012-06-15,0.35627272727272724
5704,2012-06-15,
5705,2012-06-15,
5706,2012-06-15,
5707,2012-05-28,0.11621621621621621
5708,2012-05-30,
5709,2012-06-01,
5710,2012-06-03,
5711,2012-06-04,
5712,2012-06-06,
5713,2012-06-08,
5714,2012-06-10,
5715,2012-06-12,
5716,2012-06-14,
5717,2012-06-16,
5718,2012-06-16,
5719,2012-06-16,
5720,2012-06-16,
5721,2012-06-16,0.18833333333333335
5722,2012-06-16,
5723,2012-06-16,
5724,2012-06-17,
5725,2012-06-17,
5726,2012-06-17,
5727,2012-06-17,
5728,2012-06-18,
5729,2012-06-18,
5730,2012-06-18,
5731,2012-06-18,0.2171764705882353
5732,2012-06-18,
5733,2012-06-18,
5734,2012-06-18,
5735,2012-06-19,
5736,2012-06-19,
5737,2012-06-19,
5738,2012-06-19,
5739,2012-06-19,
5740,2012-06-20,
5741,2012-06-20,
5742,2012-06-20,
5743,2012-06-20,
5744,2012-06-20,0.1351794871794872
5745,2012-06-20,
5746,2012-06-20,
5747,2012-06-20,
5748,2012-06-21,
5749,2012-06-21,
5750,2012-06-21,
5751,2012-06-21,
5752,2012-06-22,
5753,2012-06-22,
5754,2012-06-22,
5755,2012-06-22,
5756,2012-06-22,0.15821951219512195
5757,2012-06-22,
5758,2012-06-22,
5759,2012-06-22,
5760,2012-06-23,
5761,2012-06-23,
5762,2012-06-23,
5763,2012-06-23,0.092
5764,2012-06-23,
5765,2012-06-23,
5766,2012-06-24,
5767,2012-06-24,
5768,2012-06-24,
5769,2012-06-24,0.185
5770,2012-06-24,
5771,2012-06-24,
5772,2012-06-24,
5773,2012-06-25,
5774,2012-06-25,
5775,2012-06-25,0.2996666666666667
5776,2012-06-25,
5777,2012-06-25,
5778,2012-06-26,
5779,2012-06-26,0.1512
5780,2012-06-26,
5781,2012-06-26,
5782,2012-06-26,
5783,2012-06-27,
5784,2012-06-27,
5785,2012-06-27,
5786,2012-06-27,0.1752857142857143
5787,2012-06-27,
5788,2012-06-27,
5789,2012-06-27,
5790,2012-06-28,
5791,2012-06-28,
5792,2012-06-28,
5793,2012-06-28,
5794,2012-06-28,
5795,2012-06-29,
5796,2012-06-29,
5797,2012-06-29,
5798,2012-06-29,0.24040625000000002
5799,2012-06-29,
5800,2012-06-30,
5801,2012-06-30,
5802,2012-06-30,
5803,2012-06-30,0.183
5804,2012-06-30,
5805,2012-06-30,
5806,2012-07-01,
5807,2012-07-01,
5808,2012-07-01,0.338
5809,2012-07-01,
5810,2012-07-01,
5811,2012-07-01,
5812,2012-07-01,
5813,2012-07-02,
5814,2012-07-02,
5815,2012-07-02,
5816,2012-07-02,
5817,2012-07-02,
5818,2012-07-02,
5819,2012-07-03,
5820,2012-07-03,
5821,2012-07-03,0.14075000000000001
5822,2012-07-03,
5823,2012-07-03,
5824,2012-07-04,
5825,2012-07-04,
5826,2012-07-04,
5827,2012-07-04,
5828,2012-07-04,
5829,2012-07-04,
5830,2012-07-05,
5831,2012-07-05,
5832,2012-07-05,
5833,2012-07-05,
5834,2012-07-05,
5835,2012-07-05,
5836,2012-07-06,
5837,2012-07-06,
5838,2012-07-06,
5839,2012-06-17,
5840,2012-06-19,
5841,2012-06-21,
5842,2012-06-23,
5843,2012-06-25,
5844,2012-06-27,
5845,2012-06-29,
5846,2012-07-01,
5847,2012-07-02,0.13776470588235293
5848,2012-07-04,
5849,2012-07-06,
5850,2012-07-06,
5851,2012-07-06,
5852,2012-07-06,
5853,2012-07-07,
5854,2012-07-07,
5855,2012-07-07,
5856,2012-07-07,
5857,2012-07-07,
5858,2012-07-08,
5859,2012-07-08,
5860,2012-07-08,0.13416666666666666
5861,2012-07-08,
5862,2012-07-08,
5863,2012-07-08,
5864,2012-07-09,
5865,2012-07-09,
5866,2012-07-09,
5867,2012-07-09,
5868,2012-07-09,
5869,2012-07-09,
5870,2012-07-09,
5871,2012-07-10,
5872,2012-07-10,
5873,2012-07-10,
5874,2012-07-10,
5875,2012-07-10,
5876,2012-07-10,
5877,2012-07-11,
5878,2012-07-11,
5879,2012-07-11,
5880,2012-07-11,
5881,2012-07-11,0.202
5882,2012-07-11,
5883,2012-07-12,
5884,2012-07-12,
5885,2012-07-12,
5886,2012-07-12,
5887,2012-07-12,
5888,2012-07-13,
5889,2012-07-13,
5890,2012-07-13,
5891,2012-07-13,
5892,2012-07-13,0.23104651162790696
5893,2012-07-13,
5894,2012-07-13,
5895,2012-07-14,
5896,2012-07-14,
5897,2012-07-14,
5898,2012-07-14,
5899,2012-07-14,
5900,2012-07-15,
5901,2012-07-15,
5902,2012-07-15,
5903,2012-07-15,
5904,2012-07-15,0.2139090909090909
5905,2012-07-15,
5906,2012-07-15,
5907,2012-07-16,
5908,2012-07-16,
5909,2012-07-16,
5910,2012-07-16,
5911,2012-07-16,
5912,2012-07-17,
5913,2012-07-17,
5914,2012-07-17,
5915,2012-07-17,0.22584615384615384
5916,2012-07-17,
5917,2012-07-17,
5918,2012-07-17,
5919,2012-07-18,
5920,2012-07-18,
5921,2012-07-18,
5922,2012-07-18,
5923,2012-07-18,0.17500000000000002
5924,2012-07-18,
5925,2012-07-18,
5926,2012-07-19,
5927,2012-07-19,
5928,2012-07-19,0.16066666666666665
5929,2012-07-19,
5930,2012-07-19,
5931,2012-07-20,
5932,2012-07-20,
5933,2012-07-20,
5934,2012-07-20,
5935,2012-07-20,
5936,2012-07-20,
5937,2012-07-21,
5938,2012-07-21,
5939,2012-07-21,
5940,2012-07-21,
5941,2012-07-21,
5942,2012-07-21,
5943,2012-07-22,
5944,2012-07-22,
5945,2012-07-22,
5946,2012-07-22,0.5076
5947,2012-07-22,
5948,2012-07-22,
5949,2012-07-22,
5950,2012-07-23,
5951,2012-07-23,
5952,2012-07-23,
5953,2012-07-23,
5954,2012-07-23,
5955,2012-07-24,
5956,2012-07-24,
5957,2012-07-24,0.14696721311475408
5958,2012-07-24,
5959,2012-07-24,
5960,2012-07-24,
5961,2012-07-25,
5962,2012-07-25,
5963,2012-07-25,
5964,2012-07-25,
5965,2012-07-25,
5966,2012-07-25,
5967,2012-07-25,
5968,2012-07-26,
5969,2012-07-26,
5970,2012-07-26,
5971,2012-07-26,
5972,2012-07-26,
5973,2012-07-26,
5974,2012-07-27,
5975,2012-07-27,
5976,2012-07-27,
5977,2012-07-27,0.24208695652173914
5978,2012-07-27,
5979,2012-07-27,
5980,2012-07-08,
5981,2012-07-10,
5982,2012-07-11,
5983,2012-07-13,
5984,2012-07-16,
5985,2012-07-17,
5986,2012-07-20,
5987,2012-07-22,
5988,2012-07-24,
5989,2012-07-26,
5990,2011-12-13,
5991,2012-01-03,
5992,2012-01-23,
5993,2012-02-13,
5994,2012-03-05,
5995,2012-03-26,
5996,2012-04-15,
5997,2012-05-06,
5998,2012-05-26,
5999,2012-06-15,
6000,2012-07-28,
6001,2012-07-28,
6002,2012-07-28,
6003,2012-07-28,
6004,2012-07-29,
6005,2012-07-29,
6006,2012-07-29,
6007,2012-07-29,
6008,2012-07-29,0.323775
6009,2012-07-29,
6010,2012-07-29,
6011,2012-07-30,
6012,2012-07-30,
6013,2012-07-30,
6014,2012-07-30,
6015,2012-07-30,
6016,2012-07-31,
6017,2012-07-31,
6018,2012-07-31,
6019,2012-07-31,
6020,2012-07-31,0.1196217616580311
6021,2012-07-31,
6022,2012-08-01,
6023,2012-08-01,
6024,2012-08-01,
6025,2012-08-01,0.126
6026,2012-08-01,
6027,2012-08-01,
6028,2012-08-02,
6029,2012-08-02,
6030,2012-08-02,
6031,2012-08-02,0.14453571428571427
6032,2012-08-02,
6033,2012-08-02,
6034,2012-08-02,
6035,2012-08-03,
6036,2012-08-03,
6037,2012-08-03,
6038,2012-08-03,
6039,2012-08-03,0.11854545454545455
6040,2012-08-03,
6041,2012-08-04,
6042,2012-08-04,
6043,2012-08-04,0.1238
6044,2012-08-04,
6045,2012-08-05,
6046,2012-08-05,
6047,2012-08-05,
6048,2012-08-05,0.1799854368932039
6049,2012-08-05,
6050,2012-08-05,
6051,2012-08-05,
6052,2012-08-06,
6053,2012-08-06,0.20852777777777778
6054,2012-08-06,
6055,2012-08-06,
6056,2012-08-06,
6057,2012-08-07,
6058,2012-08-07,
6059,2012-08-07,
6060,2012-08-07,
6061,2012-08-07,0.41583333333333333
6062,2012-08-07,
6063,2012-08-07,
6064,2012-08-07,
6065,2012-08-08,
6066,2012-08-08,
6067,2012-08-08,
6068,2012-08-08,
6069,2012-08-09,
6070,2012-08-09,
6071,2012-08-09,
6072,2012-08-09,
6073,2012-08-09,
6074,2012-08-09,
6075,2012-08-09,
6076,2012-08-09,
6077,2012-08-10,
6078,2012-08-10,
6079,2012-08-10,
6080,2012-08-10,
6081,2012-08-10,
6082,2012-08-10,
6083,2012-08-11,
6084,2012-08-11,
6085,2012-08-11,
6086,2012-08-11,0.279
6087,2012-08-11,
6088,2012-08-11,
6089,2012-08-12,
6090,2012-08-12,
6091,2012-08-12,
6092,2012-08-12,
6093,2012-08-12,
6094,2012-08-12,
6095,2012-08-13,
6096,2012-08-13,
6097,2012-08-13,
6098,2012-08-13,
6099,2012-08-14,
6100,2012-08-14,
6101,2012-08-14,
6102,2012-08-14,
6103,2012-08-14,0.3620952380952381
6104,2012-08-14,
6105,2012-08-14,
6106,2012-08-14,
6107,2012-08-15,
6108,2012-08-15,
6109,2012-08-15,
6110,2012-08-15,
6111,2012-08-16,
6112,2012-08-16,
6113,2012-08-16,
6114,2012-08-16,0.4841818181818182
6115,2012-08-16,
6116,2012-08-16,
6117,2012-08-16,
6118,2012-08-17,
6119,2012-08-17,
6120,2012-08-17,
6121,2012-07-29,
6122,2012-07-31,
6123,2012-08-02,
6124,2012-08-04,
6125,2012-08-06,
6126,2012-08-08,
6127,2012-08-10,
6128,2012-08-11,
6129,2012-08-13,
6130,2012-08-15,
6131,2012-08-17,
6132,2012-08-17,
6133,2012-08-18,
6134,2012-08-18,
6135,2012-08-18,
6136,2012-08-18,0.41028
6137,2012-08-18,
6138,2012-08-18,
6139,2012-08-18,
6140,2012-08-18,
6141,2012-08-19,
6142,2012-08-19,
6143,2012-08-19,
6144,2012-08-19,
6145,2012-08-19,
6146,2012-08-20,
6147,2012-08-20,
6148,2012-08-20,0.7155882352941177
6149,2012-08-20,
6150,2012-08-20,
6151,2012-08-21,
6152,2012-08-21,
6153,2012-08-21,0.3884725274725275
6154,2012-08-21,
6155,2012-08-21,
6156,2012-08-21,
6157,2012-08-22,
6158,2012-08-22,
6159,2012-08-22,
6160,2012-08-22,
6161,2012-08-22,
6162,2012-08-22,
6163,2012-08-23,
6164,2012-08-23,
6165,2012-08-23,
6166,2012-08-23,0.4885233644859813
6167,2012-08-23,
6168,2012-08-23,
6169,2012-08-23,
6170,2012-08-24,
6171,2012-08-24,
6172,2012-08-24,
6173,2012-08-24,
6174,2012-08-24,
6175,2012-08-25,
6176,2012-08-25,
6177,2012-08-25,
6178,2012-08-25,0.8072727272727273
6179,2012-08-25,
6180,2012-08-25,
6181,2012-08-25,
6182,2012-08-26,
6183,2012-08-26,
6184,2012-08-26,
6185,2012-08-26,
6186,2012-08-26,
6187,2012-08-26,
6188,2012-08-27,
6189,2012-08-27,
6190,2012-08-27,
6191,2012-08-27,0.8965
6192,2012-08-27,
6193,2012-08-27,
6194,2012-08-27,
6195,2012-08-28,
6196,2012-08-28,
6197,2012-08-28,
6198,2012-08-28,
6199,2012-08-28,
6200,2012-08-29,
6201,2012-08-29,
6202,2012-08-29,
6203,2012-08-29,
6204,2012-08-29,
6205,2012-08-30,
6206,2012-08-30,
6207,2012-08-30,
6208,2012-08-30,0.3576761904761905
6209,2012-08-30,
6210,2012-08-30,
6211,2012-08-30,
6212,2012-08-31,
6213,2012-08-31,
6214,2012-08-31,
6215,2012-08-31,
6216,2012-08-31,
6217,2012-09-01,
6218,2012-09-01,
6219,2012-09-01,0.24330769230769234
6220,2012-09-01,
6221,2012-09-01,
6222,2012-09-01,
6223,2012-09-02,
6224,2012-09-02,
6225,2012-09-02,
6226,2012-09-02,
6227,2012-09-02,
6228,2012-09-02,
6229,2012-09-03,
6230,2012-09-03,
6231,2012-09-03,0.30675
6232,2012-09-03,
6233,2012-09-03,
6234,2012-09-03,
6235,2012-09-03,
6236,2012-09-04,
6237,2012-09-04,
6238,2012-09-04,
6239,2012-09-04,
6240,2012-09-04,0.31845454545454543
6241,2012-09-05,
6242,2012-09-05,
6243,2012-09-05,0.33425
6244,2012-09-05,
6245,2012-09-05,
6246,2012-09-06,
6247,2012-09-06,
6248,2012-09-06,
6249,2012-09-06,0.486
6250,2012-09-06,
6251,2012-09-06,
6252,2012-08-19,
6253,2012-08-21,
6254,2012-08-23,
6255,2012-08-25,
6256,2012-08-26,
6257,2012-08-28,
6258,2012-08-30,
6259,2012-09-01,
6260,2012-09-03,
6261,2012-09-04,
6262,2012-09-07,
6263,2012-09-07,
6264,2012-09-07,
6265,2012-09-07,
6266,2012-09-07,
6267,2012-09-07,
6268,2012-09-08,
6269,2012-09-08,
6270,2012-09-08,
6271,2012-09-08,
6272,2012-09-08,0.3558095238095238
6273,2012-09-08,
6274,2012-09-09,
6275,2012-09-09,
6276,2012-09-09,
6277,2012-09-09,
6278,2012-09-09,
6279,2012-09-10,
6280,2012-09-10,
6281,2012-09-10,
6282,2012-09-10,
6283,2012-09-10,
6284,2012-09-10,
6285,2012-09-10,
6286,2012-09-11,
6287,2012-09-11,
6288,2012-09-11,
6289,2012-09-11,
6290,2012-09-11,
6291,2012-09-11,
6292,2012-09-12,
6293,2012-09-12,
6294,2012-09-12,
6295,2012-09-12,
6296,2012-09-12,
6297,2012-09-12,
6298,2012-09-13,
6299,2012-09-13,0.2649090909090909
6300,2012-09-13,
6301,2012-09-13,
6302,2012-09-14,
6303,2012-09-14,
6304,2012-09-14,
6305,2012-09-14,
6306,2012-09-14,
6307,2012-09-15,
6308,2012-09-15,
6309,2012-09-15,
6310,2012-09-15,
6311,2012-09-15,0.6827142857142857
6312,2012-09-15,
6313,2012-09-15,
6314,2012-09-15,
6315,2012-09-16,
6316,2012-09-16,
6317,2012-09-16,
6318,2012-09-16,
6319,2012-09-17,
6320,2012-09-17,
6321,2012-09-17,
6322,2012-09-17,0.5429411764705883
6323,2012-09-17,
6324,2012-09-17,
6325,2012-09-17,
6326,2012-09-18,
6327,2012-09-18,
6328,2012-09-18,0.3243333333333333
6329,2012-09-18,
6330,2012-09-19,
6331,2012-09-19,
6332,2012-09-19,
6333,2012-09-19,0.2672777777777778
6334,2012-09-19,
6335,2012-09-19,
6336,2012-09-19,
6337,2012-09-19,
6338,2012-09-20,
6339,2012-09-20,
6340,2012-09-20,
6341,2012-09-20,0.40700000000000003
6342,2012-09-21,
6343,2012-09-21,
6344,2012-09-21,
6345,2012-09-21,
6346,2012-09-21,
6347,2012-09-21,
6348,2012-09-22,
6349,2012-09-22,
6350,2012-09-22,0.34494117647058825
6351,2012-09-22,
6352,2012-09-22,
6353,2012-09-22,
6354,2012-09-23,
6355,2012-09-23,
6356,2012-09-23,
6357,2012-09-23,
6358,2012-09-23,
6359,2012-09-23,
6360,2012-09-24,
6361,2012-09-24,
6362,2012-09-24,
6363,2012-09-24,
6364,2012-09-24,
6365,2012-09-24,
6366,2012-09-25,
6367,2012-09-25,
6368,2012-09-25,
6369,2012-09-25,
6370,2012-09-26,
6371,2012-09-26,
6372,2012-09-26,0.3683181818181818
6373,2012-09-26,
6374,2012-09-26,
6375,2012-09-26,
6376,2012-09-26,
6377,2012-09-27,
6378,2012-09-27,
6379,2012-09-27,
6380,2012-09-28,
6381,2012-09-28,
6382,2012-09-28,
6383,2012-09-08,
6384,2012-09-10,
6385,2012-09-12,
6386,2012-09-14,
6387,2012-09-16,
6388,2012-09-18,
6389,2012-09-20,
6390,2012-09-22,
6391,2012-09-24,
6392,2012-09-26,
6393,2012-09-28,
6394,2012-09-28,
6395,2012-09-28,
6396,2012-09-29,
6397,2012-09-29,
6398,2012-09-29,
6399,2012-09-29,
6400,2012-09-29,
6401,2012-09-29,
6402,2012-09-30,
6403,2012-09-30,
6404,2012-09-30,
6405,2012-09-30,
6406,2012-09-30,
6407,2012-10-01,
6408,2012-10-01,
6409,2012-10-01,
6410,2012-10-01,
6411,2012-10-01,
6412,2012-10-01,
6413,2012-10-01,
6414,2012-10-01,
6415,2012-10-02,
6416,2012-10-02,
6417,2012-10-02,
6418,2012-10-02,
6419,2012-10-03,
6420,2012-10-03,
6421,2012-10-03,
6422,2012-10-03,0.30333333333333334
6423,2012-10-03,
6424,2012-10-03,
6425,2012-10-03,
6426,2012-10-04,
6427,2012-10-04,
6428,2012-10-04,
6429,2012-10-04,
6430,2012-10-05,
6431,2012-10-05,
6432,2012-10-05,
6433,2012-10-05,0.358
6434,2012-10-05,
6435,2012-10-05,
6436,2012-10-05,
6437,2012-10-06,
6438,2012-10-06,
6439,2012-10-06,
6440,2012-10-06,
6441,2012-10-06,
6442,2012-10-06,
6443,2012-10-07,
6444,2012-10-07,
6445,2012-10-07,
6446,2012-10-07,
6447,2012-10-07,
6448,2012-10-08,
6449,2012-10-08,
6450,2012-10-08,0.394
6451,2012-10-08,
6452,2012-10-08,
6453,2012-10-08,
6454,2012-10-09,
6455,2012-10-09,
6456,2012-10-09,
6457,2012-10-09,
6458,2012-10-09,
6459,2012-10-10,
6460,2012-10-10,
6461,2012-10-10,
6462,2012-10-10,
6463,2012-10-10,0.5639285714285714
6464,2012-10-10,
6465,2012-10-10,
6466,2012-10-11,
6467,2012-10-11,
6468,2012-10-11,
6469,2012-10-11,
6470,2012-10-12,
6471,2012-10-12,
6472,2012-10-12,
6473,2012-10-12,
6474,2012-10-12,0.5912000000000001
6475,2012-10-12,
6476,2012-10-12,
6477,2012-10-12,
6478,2012-10-13,
6479,2012-10-13,
6480,2012-10-13,
6481,2012-10-13,
6482,2012-10-13,
6483,2012-10-13,
6484,2012-10-14,
6485,2012-10-14,
6486,2012-10-14,
6487,2012-10-14,
6488,2012-10-14,
6489,2012-10-14,
6490,2012-10-14,
6491,2012-10-15,
6492,2012-10-15,
6493,2012-10-15,
6494,2012-10-15,
6495,2012-10-15,
6496,2012-10-16,
6497,2012-10-16,
6498,2012-10-16,
6499,2012-10-16,
6500,2012-10-16,
6501,2012-10-17,
6502,2012-10-17,
6503,2012-10-17,
6504,2012-10-17,0.27088235294117646
6505,2012-10-17,
6506,2012-10-17,
6507,2012-10-17,
6508,2012-10-18,
6509,2012-10-18,
6510,2012-10-18,
6511,2012-10-18,
6512,2012-10-18,
6513,2012-10-19,
6514,2012-09-30,
6515,2012-10-02,
6516,2012-10-04,
6517,2012-10-05,
6518,2012-10-08,
6519,2012-10-09,
6520,2012-10-11,
6521,2012-10-13,
6522,2012-10-15,
6523,2012-10-17,
6524,2012-10-19,
6525,2012-10-19,0.991
6526,2012-10-19,
6527,2012-10-19,
6528,2012-10-19,
6529,2012-10-20,
6530,2012-10-20,
6531,2012-10-20,
6532,2012-10-20,
6533,2012-10-20,
6534,2012-10-20,
6535,2012-10-21,
6536,2012-10-21,
6537,2012-10-21,
6538,2012-10-21,
6539,2012-10-21,
6540,2012-10-21,
6541,2012-10-21,
6542,2012-10-22,
6543,2012-10-22,
6544,2012-10-22,
6545,2012-10-22,
6546,2012-10-22,
6547,2012-10-23,
6548,2012-10-23,
6549,2012-10-23,
6550,2012-10-23,
6551,2012-10-23,
6552,2012-10-24,
6553,2012-10-24,
6554,2012-10-24,
6555,2012-10-24,0.4436666666666667
6556,2012-10-24,
6557,2012-10-24,
6558,2012-10-25,
6559,2012-10-25,
6560,2012-10-25,
6561,2012-10-25,
6562,2012-10-25,
6563,2012-10-25,
6564,2012-10-26,
6565,2012-10-26,
6566,2012-10-26,
6567,2012-10-26,
6568,2012-10-26,
6569,2012-10-26,
6570,2012-10-27,
6571,2012-10-27,
6572,2012-10-27,
6573,2012-10-27,
6574,2012-10-27,
6575,2012-10-28,
6576,2012-10-28,
6577,2012-10-28,
6578,2012-10-28,0.474125
6579,2012-10-28,
6580,2012-10-28,
6581,2012-10-28,
6582,2012-10-29,
6583,2012-10-29,
6584,2012-10-29,
6585,2012-10-29,
6586,2012-10-29,0.463
6587,2012-10-29,
6588,2012-10-30,
6589,2012-10-30,
6590,2012-10-30,0.451
6591,2012-10-30,
6592,2012-10-30,
6593,2012-10-30,
6594,2012-10-31,
6595,2012-10-31,
6596,2012-10-31,
6597,2012-10-31,
6598,2012-10-31,
6599,2012-10-31,
6600,2012-11-01,
6601,2012-11-01,
6602,2012-11-01,
6603,2012-11-01,
6604,2012-11-01,
6605,2012-11-02,
6606,2012-11-02,
6607,2012-11-02,
6608,2012-11-02,
6609,2012-11-02,
6610,2012-11-02,
6611,2012-11-02,
6612,2012-11-03,
6613,2012-11-03,
6614,2012-11-03,
6615,2012-11-03,
6616,2012-11-03,
6617,2012-11-04,
6618,2012-11-04,
6619,2012-11-04,
6620,2012-11-04,0.32687719298245616
6621,2012-11-04,
6622,2012-11-04,
6623,2012-11-05,
6624,2012-11-05,
6625,2012-11-05,
6626,2012-11-05,
6627,2012-11-05,
6628,2012-11-05,
6629,2012-11-06,
6630,2012-11-06,
6631,2012-11-06,
6632,2012-11-06,0.3335128205128205
6633,2012-11-06,
6634,2012-11-06,
6635,2012-11-07,
6636,2012-11-07,
6637,2012-11-07,
6638,2012-11-07,
6639,2012-11-07,0.31971428571428573
6640,2012-11-08,
6641,2012-11-08,
6642,2012-11-08,0.548
6643,2012-11-08,
6644,2012-11-08,
6645,2012-10-21,
6646,2012-10-22,
6647,2012-10-24,
6648,2012-10-26,
6649,2012-10-28,0.489
6650,2012-10-30,
6651,2012-11-01,
6652,2012-11-02,
6653,2012-11-04,
6654,2012-11-06,
6655,2012-11-09,
6656,2012-11-09,
6657,2012-11-09,
6658,2012-11-09,0.527
6659,2012-11-09,
6660,2012-11-09,
6661,2012-11-09,
6662,2012-11-10,
6663,2012-11-10,
6664,2012-11-10,
6665,2012-11-10,
6666,2012-11-10,
6667,2012-11-11,
6668,2012-11-11,
6669,2012-11-11,
6670,2012-11-11,
6671,2012-11-11,1.2145000000000001
6672,2012-11-11,
6673,2012-11-11,
6674,2012-11-12,
6675,2012-11-12,
6676,2012-11-12,
6677,2012-11-13,
6678,2012-11-13,
6679,2012-11-13,
6680,2012-11-13,
6681,2012-11-13,
6682,2012-11-13,
6683,2012-11-13,
6684,2012-11-13,
6685,2012-11-14,
6686,2012-11-14,
6687,2012-11-14,
6688,2012-11-14,
6689,2012-11-14,
6690,2012-11-15,
6691,2012-11-15,
6692,2012-11-15,
6693,2012-11-15,
6694,2012-11-15,
6695,2012-11-15,
6696,2012-11-15,
6697,2012-11-16,
6698,2012-11-16,
6699,2012-11-16,
6700,2012-11-16,
6701,2012-11-16,
6702,2012-11-17,
6703,2012-11-17,
6704,2012-11-17,
6705,2012-11-17,
6706,2012-11-17,
6707,2012-11-17,
6708,2012-11-18,
6709,2012-11-18,
6710,2012-11-18,
6711,2012-11-18,0.601
6712,2012-11-18,
6713,2012-11-18,
6714,2012-11-18,
6715,2012-11-19,
6716,2012-11-19,
6717,2012-11-19,
6718,2012-11-19,
6719,2012-11-19,
6720,2012-11-20,
6721,2012-11-20,
6722,2012-11-20,0.7915576923076922
6723,2012-11-20,
6724,2012-11-20,
6725,2012-11-20,
6726,2012-11-21,
6727,2012-11-21,
6728,2012-11-21,
6729,2012-11-21,
6730,2012-11-21,
6731,2012-11-22,
6732,2012-11-22,
6733,2012-11-22,
6734,2012-11-22,
6735,2012-11-22,
6736,2012-11-22,
6737,2012-11-22,
6738,2012-11-23,
6739,2012-11-23,
6740,2012-11-23,
6741,2012-11-23,
6742,2012-11-23,
6743,2012-11-24,
6744,2012-11-24,
6745,2012-11-24,
6746,2012-11-24,
6747,2012-11-24,
6748,2012-11-25,
6749,2012-11-25,
6750,2012-11-25,
6751,2012-11-25,0.87
6752,2012-11-25,
6753,2012-11-25,
6754,2012-11-26,
6755,2012-11-26,
6756,2012-11-26,
6757,2012-11-26,
6758,2012-11-26,
6759,2012-11-26,
6760,2012-11-27,
6761,2012-11-27,
6762,2012-11-27,
6763,2012-11-27,
6764,2012-11-27,0.6569
6765,2012-11-27,
6766,2012-11-28,
6767,2012-11-28,
6768,2012-11-28,
6769,2012-11-28,
6770,2012-11-28,
6771,2012-11-29,
6772,2012-11-29,
6773,2012-11-29,
6774,2012-11-29,
6775,2012-11-29,
6776,2012-11-10,
6777,2012-11-12,
6778,2012-11-14,
6779,2012-11-16,
6780,2012-11-18,
6781,2012-11-20,
6782,2012-11-22,
6783,2012-11-24,
6784,2012-11-25,
6785,2012-11-27,
6786,2012-11-29,
6787,2012-11-29,
6788,2012-11-30,
6789,2012-11-30,
6790,2012-11-30,
6791,2012-11-30,
